Number,Wins,For,Against,Ratio
185378428,656,122100,158953,0.768151592
235576560,636,131606,171418,0.767749011
6622790,901,91216,118909,0.76710762
68213887,1015,100879,131566,0.766755849
267303041,670,119602,156069,0.766340529
206744922,495,131718,171927,0.766127484
145425803,564,130890,171306,0.764071311
237308720,569,136957,179372,0.763536115
187237112,583,133453,174938,0.762858841
127633505,854,61119,80298,0.761152208
122380346,824,91454,120187,0.760930883
100960169,868,90640,119138,0.760798402
111440420,616,130652,171750,0.760710335
245731639,572,135782,178568,0.7603938
175394934,488,129606,170557,0.75989845
40422234,557,140350,184733,0.759745146
6881484,677,129344,170518,0.758535756
193778262,554,135956,179261,0.758424867
139469181,611,137657,181514,0.758382274
59898534,833,75360,99416,0.758026877
11225358,699,129724,171158,0.757919583
232045222,935,79737,105236,0.757696986
111727676,558,136205,179835,0.757388717
60031358,602,135398,178814,0.757200219
76845707,577,133503,176387,0.756875507
238094110,783,98268,129898,0.756501255
91078774,758,99207,131215,0.756064474
7812053,700,106371,140781,0.755577812
13878727,612,115108,152514,0.75473727
164895401,757,107909,143007,0.754571455
116022049,709,118807,157844,0.752686196
32613908,640,118192,157123,0.752225963
42483763,629,135256,179822,0.752166031
185257957,762,85739,114188,0.750858234
171234121,529,140292,186914,0.750569781
33805631,584,130239,173803,0.7493484
237176300,551,133366,177983,0.749318755
194589327,679,116064,155293,0.747387197
244686968,541,134179,179609,0.747061673
163789571,646,115705,154981,0.746575387
114016637,709,112508,151017,0.745002218
260231717,576,130580,175328,0.744775506
52008213,610,117575,158254,0.742951205
231916340,509,125119,168494,0.742572436
98308754,861,98493,132651,0.74249723
197988828,601,121283,163404,0.742227852
78164670,338,144651,195003,0.741788588
136891333,633,127728,172304,0.741294456
253039323,620,128709,173763,0.740715803
36876629,553,141598,191569,0.739148818
219057746,728,85211,115341,0.73877459
14570760,591,113936,154239,0.738697735
261436153,584,123784,167646,0.738365365
183782736,528,121460,164690,0.737506831
87704768,692,103719,140711,0.737106552
197856172,533,133226,180924,0.73636444
160093571,538,136616,185560,0.736236258
141040944,546,137888,187293,0.736215449
151243785,637,120712,164120,0.735510602
242355248,566,126342,171815,0.735337427
252491996,587,114387,155627,0.735007422
121185138,722,94853,129099,0.734730711
153893903,684,114338,156591,0.730169678
53922432,593,117399,160787,0.730152313
87185951,638,84910,116294,0.730132251
70722339,611,107917,148194,0.728214368
133575710,554,98609,135422,0.72816086
104156901,845,87059,119677,0.727449719
105916159,694,93378,128437,0.727033487
197313017,496,129560,178228,0.72693404
185116068,528,127536,175940,0.724883483
268383367,705,100264,138341,0.724759833
216214927,518,127695,176370,0.72401769
238232304,574,128565,178249,0.721266318
13605079,825,63910,88631,0.721079532
251971617,508,126830,177072,0.716262311
5954235,595,110369,154159,0.715942631
239289053,503,121285,169567,0.715262993
143276547,556,127252,177921,0.715216304
109849862,546,128234,179353,0.714981071
207016653,587,107480,151409,0.709865332
79331563,745,90717,127848,0.709569176
54439259,555,106361,150151,0.708360251
51758386,343,139116,196560,0.707753358
187501260,541,122127,172598,0.707580621
204017768,588,119058,168317,0.707343881
267832504,563,106371,150747,0.705625983
198522342,520,120458,170820,0.705175038
42619686,487,128456,182348,0.704455217
252225143,509,120850,171611,0.704208938
128275081,482,136517,193990,0.703732151
250874879,478,123807,176070,0.703169194
88370103,828,84685,120530,0.702605161
21829708,753,65940,93953,0.701840282
258094705,509,119307,170043,0.701628412
159688785,485,123638,176403,0.700883772
234209381,442,119102,169989,0.700645336
175124818,540,121674,173680,0.700564256
266614013,506,119250,170243,0.700469329
30487806,525,122088,174469,0.699769013
266479583,501,118449,169407,0.69919779
253438329,652,107404,153725,0.698676208
201453692,462,119767,171568,0.698073067
241298552,465,119931,171836,0.697938732
239160948,463,119733,171609,0.697708162
234890854,465,119712,171650,0.697419167
205651441,468,119328,171161,0.697168163
267028864,466,119408,171323,0.696975888
209823355,466,119356,171288,0.696814721
197448351,489,119376,171381,0.696553294
166928665,495,123141,176942,0.695939913
251832162,491,116017,167132,0.694163894
114434668,535,118882,171345,0.693816569
185644407,379,120633,174162,0.692648224
66332817,543,117589,170018,0.691626769
92959576,762,90455,130856,0.691256037
49095398,535,118227,171283,0.690243632
241829435,516,113212,164058,0.690073023
253578595,569,123529,179040,0.689951966
218115202,486,118824,172480,0.688914657
257964555,486,118540,172160,0.688545539
226606877,486,118673,172438,0.688206776
164754769,478,116626,169662,0.687402011
212439598,574,106143,154463,0.687174275
163236154,708,105215,153118,0.68714978
165307099,682,65977,96032,0.687031406
211907973,485,118495,172509,0.686891698
253843740,485,118235,172134,0.686877665
218233111,486,118034,171848,0.686851171
153762378,557,116911,170296,0.686516418
224451995,483,118075,172008,0.68645063
203486110,483,118014,171995,0.686147853
222425503,487,117957,171958,0.685964014
15943776,537,122546,178709,0.685729314
90806053,630,90663,132392,0.684807239
234222,401,117689,171887,0.684688196
239439275,538,111377,163071,0.682996977
244401184,510,112196,164552,0.681827021
254902361,531,114639,168294,0.68118293
260770156,517,114648,168543,0.680229971
28649538,465,119116,175205,0.679866442
267173529,535,102339,151196,0.676863145
128142077,450,132486,195979,0.67602141
8757597,410,127960,189397,0.675617882
247612783,444,116526,172704,0.67471512
127191460,463,119708,177692,0.673682552
55098370,475,117927,175103,0.673472185
95772771,543,111450,165626,0.672901598
165980605,483,118721,176667,0.672004392
85200619,914,75513,112459,0.671471381
211398884,719,63979,95288,0.671427672
12814555,605,103458,154367,0.670208011
49631688,439,119909,179131,0.669392791
114553914,538,105776,158135,0.668896829
262233923,452,113259,169604,0.667784958
237033545,455,112885,169089,0.667607
64074793,428,118493,177577,0.667276731
267432157,451,112872,169234,0.666958176
199175537,591,96551,144811,0.666738024
77898593,390,125159,187762,0.666583228
260095574,454,112792,169294,0.666249247
216351070,453,112552,168966,0.666122178
181782061,690,91045,136802,0.665523896
266354378,452,112551,169170,0.665312999
251707221,453,112454,169093,0.665042314
249655895,453,112340,168962,0.664883228
266895570,448,112481,169175,0.664879563
135370060,667,113801,171203,0.664713819
228609095,450,112851,169851,0.664411749
214035924,454,112351,169116,0.664342818
264361169,451,112298,169056,0.664265096
215930116,607,94377,142141,0.663967469
123897936,472,124354,187300,0.663929525
108088431,593,108739,163888,0.663495802
78950289,778,93957,141684,0.663144745
66666666,623,101740,153881,0.661160247
76437865,613,67577,102219,0.661100187
201868125,504,114643,173743,0.659842411
116415011,570,97487,147815,0.659520346
97763413,566,91689,139134,0.658997801
37958079,360,126659,192526,0.657879975
153625202,470,119338,181410,0.657835841
138106213,639,105106,160313,0.655629924
10683561,382,126324,192709,0.655516867
230724138,460,111775,171148,0.653089724
207689635,458,111824,171224,0.653086016
255942182,457,111863,171316,0.652962946
245468454,460,111993,171549,0.652833884
243287218,458,111639,171015,0.652802386
232842046,460,111690,171097,0.6527876
247483839,458,111555,171100,0.651987142
241173803,458,111520,171180,0.651477976
24363265,622,97178,149189,0.651375101
220272063,456,111489,171323,0.650753256
216067502,457,111563,171488,0.65055864
170988127,458,114793,176605,0.649998584
219182535,359,110155,169796,0.648749087
188952743,430,112652,173734,0.648416545
204296531,494,111345,171743,0.648323367
73731668,776,80476,124491,0.646440305
37434038,551,104340,161743,0.645097469
118624104,727,90499,140396,0.644598137
81577988,686,69426,107815,0.643936372
63644296,485,107137,166400,0.643852163
256198852,405,107650,167414,0.643016713
95504840,507,107055,166726,0.642101412
53777693,264,133703,208435,0.641461367
267703369,435,106882,166816,0.640717917
87320546,714,59002,92119,0.640497617
89045960,471,80215,125282,0.640275538
17158974,424,116300,181646,0.640256323
93237132,485,78950,123353,0.640033076
203623463,398,110857,173227,0.639952201
188032406,515,113874,178104,0.63936801
197733150,427,107421,168266,0.638399914
107825618,518,104589,163935,0.637990667
86137383,712,84818,133519,0.635250414
252361829,434,105226,165662,0.635184895
204155669,557,112290,177147,0.633880337
206481072,548,97403,153749,0.633519568
66194421,415,113112,178793,0.632642218
35926649,372,120138,189916,0.632584932
173068388,455,110416,174821,0.631594602
141681946,412,111640,177345,0.629507457
185508916,556,91804,145926,0.629113386
56693695,364,124667,198686,0.627457395
8494938,349,123015,196373,0.626435406
46432768,373,118550,189338,0.626128933
38913509,287,120049,191757,0.62604755
32855418,413,108039,172627,0.625852271
18900646,349,124178,198493,0.625603926
53106003,418,114350,182857,0.625352051
16878391,353,124049,198459,0.625061096
29953414,482,107567,172242,0.624510863
46152769,352,122931,196957,0.624151465
39865790,351,124087,198816,0.624129849
53387883,469,95604,153253,0.623831181
31528256,347,123566,198198,0.62344726
6344129,345,124062,199037,0.623311244
60834110,344,123106,197635,0.622895742
4221624,354,123755,198703,0.622813948
25414276,541,85514,137602,0.62145899
257698602,584,92178,148341,0.621392602
10547618,351,123011,198243,0.620506146
27284388,334,122358,197696,0.618919958
248843452,484,101247,163870,0.617849515
73337106,644,55212,89510,0.616824936
258231527,396,103511,167922,0.616423101
2372045,341,122097,198093,0.616362012
33932084,419,113640,184912,0.614562603
109578676,506,103231,168495,0.612665064
241962465,456,101174,165188,0.612477904
65376509,323,122820,200599,0.612266263
237833371,451,104209,170253,0.612083194
56566455,619,70471,115143,0.612030258
82510116,480,101774,166938,0.609651487
247759774,403,105411,173130,0.608854618
50857622,420,107144,176107,0.608402846
230857856,360,102922,169512,0.607166454
97629528,398,103549,170613,0.606923271
109316588,351,114337,188598,0.60624715
129110144,406,105473,174165,0.605592398
155779456,399,109650,181166,0.605246017
94971429,513,88232,145907,0.604713962
166792252,429,101253,167517,0.604434177
214440695,396,105281,174493,0.603353716
71566924,722,78165,129575,0.603241366
78816242,530,101615,169199,0.600565015
95637525,352,105660,176491,0.598670754
125609707,479,88841,148614,0.597796977
207958162,369,101614,170506,0.595955568
94570191,397,105342,176820,0.595758398
115487619,293,113034,190000,0.594915789
189346094,376,100052,168794,0.592746188
162278310,403,103940,175392,0.592615399
76289074,306,99571,168495,0.590943351
165442838,480,93619,158568,0.590402856
77776026,370,111037,188992,0.587522223
376976,315,113829,194179,0.586206541
40567776,435,105197,179546,0.585905562
257567404,536,85459,146180,0.584614858
15804973,406,104544,179150,0.58355568
137580071,639,60715,104164,0.582878922
237571131,442,97183,166818,0.582569027
55235550,362,100263,172209,0.582216957
106054397,321,107267,184638,0.580958416
19419345,315,112452,193654,0.580685139
191141346,322,100115,172410,0.580679775
49352826,364,105653,182161,0.579997914
123349203,571,86213,148935,0.578863262
130178265,556,85527,148144,0.577323415
72395658,363,106912,185514,0.576301519
107557434,373,100046,173607,0.576278606
165851465,335,98041,170323,0.57561809
204862644,385,101073,175890,0.574637558
218786788,606,55885,97314,0.574275027
53642651,302,112689,196715,0.572854129
172266695,309,98202,171552,0.572432848
4358497,271,112784,197045,0.572376868
40700189,370,99495,174870,0.568965517
241435037,334,96434,169622,0.568522951
109710330,336,102879,180969,0.568489631
223774222,549,56370,99189,0.568308986
80379086,626,54338,95918,0.566504723
23412840,291,105792,187464,0.564332352
206206624,620,57846,102611,0.56374073
30090841,579,83448,148156,0.563244148
87051488,250,106542,189271,0.562907154
51881043,674,60002,106720,0.562237631
130831703,309,97696,173985,0.561519671
141300038,564,91435,163339,0.559786701
67392314,271,107161,193129,0.554867472
60959789,336,103190,185980,0.554844607
22626521,393,71041,128049,0.55479543
214707392,355,90723,163528,0.554785725
223112209,503,76785,138694,0.553628852
104022528,266,101970,184619,0.552326684
3018779,690,58878,106612,0.552264285
55511598,613,57094,103415,0.552086254
20360683,417,72305,130980,0.552030844
32473130,655,58791,107087,0.549002213
5829974,381,85361,155634,0.548472699
19024843,373,101829,186832,0.545029759
68995677,277,84767,155601,0.544771563
107157632,410,90029,165872,0.542761889
215250069,397,87228,160736,0.542678678
191679823,386,89763,165513,0.542332022
130969670,635,53565,98881,0.541711755
259826924,498,82010,151651,0.540781136
63122167,295,102393,189955,0.539038193
220539654,286,92776,172438,0.538025261
109184072,321,100294,186708,0.537170341
233936323,386,87214,162514,0.536655304
29701042,329,101952,190330,0.535659118
124037991,279,103277,192834,0.535574639
79987539,309,101594,190636,0.532921379
76570633,326,91783,172328,0.532606425
55643184,384,96652,181954,0.531189202
92545453,353,98949,186294,0.53114432
222836775,316,91931,173429,0.530078591
69388413,292,98894,187184,0.528325071
67916149,268,98226,186081,0.527866897
14421783,596,66126,125750,0.525852883
27433761,240,98190,187003,0.52507179
128549064,467,56981,108645,0.524469603
124427868,338,89609,170899,0.524338937
122792227,490,75984,145148,0.523493262
69804847,674,86470,165375,0.52287226
154160071,415,89798,172383,0.520921437
156045459,314,87667,169050,0.518586217
88905952,389,74580,143895,0.51829459
132729894,379,84070,162428,0.517583175
33333333,369,83597,161772,0.516758153
85612602,587,58236,113459,0.513277924
9715719,491,82597,161516,0.511385869
75762550,248,97652,191315,0.510425215
82381687,364,93014,183031,0.508187138
233654913,288,87298,171992,0.50757012
57483809,337,87172,171889,0.507141236
206610930,361,82560,163297,0.505581854
83198803,369,81769,161913,0.505018127
233513568,284,83168,164747,0.504822546
86273347,349,83317,165366,0.50383392
20100374,220,98204,196015,0.501002474
217318560,332,81268,162425,0.500341696
99527058,355,63173,126349,0.499988128
1164995,368,68572,137162,0.499934384
114684412,309,85616,171369,0.499600278
218929369,286,81257,164002,0.49546347
225525841,359,80828,163190,0.495299957
118101635,284,85113,172628,0.493042844
214570411,301,87493,178773,0.489408356
219455659,300,87532,179256,0.488307225
219331130,413,78197,160838,0.486184857
80509242,666,48388,99766,0.485014935
101861460,357,85763,177907,0.482066473
156675470,296,58017,120503,0.481456893
227806152,340,78314,165120,0.474285368
231646819,316,66942,141201,0.474090127
242230477,275,81782,172612,0.47379093
29575217,280,86698,183409,0.472703084
71830817,257,88991,188343,0.472494332
263851633,612,53561,113390,0.472360878
76025177,265,88448,188707,0.468705453
119708542,243,86716,185918,0.46642068
99922472,237,79451,171030,0.464544232
107696161,265,79223,171431,0.46212762
75637080,274,85272,184565,0.462016092
22097581,343,55813,120936,0.461508567
139867431,307,69052,149930,0.460561595
222964871,268,78690,170938,0.460342346
231787622,306,74466,162280,0.458873552
189613387,267,78047,170887,0.456717012
105238834,244,81040,178034,0.455193952
72124881,259,83947,185310,0.453008472
93373109,440,71982,159477,0.451362892
206881873,318,72163,160897,0.448504323
126560306,310,76239,170358,0.447522277
19712150,169,81858,184013,0.444849005
93094821,204,81631,184728,0.441898359
2754454,25,73912,167347,0.441669107
218661676,246,74643,169456,0.440486026
89986239,348,68440,155584,0.439890991
89574179,390,69065,157174,0.439417461
231508471,194,74930,171523,0.436851035
67255230,214,80440,185292,0.434125596
259043531,298,71787,165873,0.432782912
81051805,292,70165,162682,0.431301558
240234926,299,71450,165962,0.43052024
232307432,312,64988,151081,0.430153361
106324231,470,45200,105430,0.428720478
70062195,206,80873,189457,0.42686731
28527399,384,68714,161774,0.424753051
162146335,320,71468,169012,0.422857549
99387506,285,75403,178528,0.422359518
70455109,427,51848,123410,0.420128029
135097561,344,54131,129425,0.418242225
230466185,323,62143,149122,0.416725902
73996314,296,62046,148935,0.416597845
58011982,212,75355,182554,0.412781971
240492987,256,70655,171291,0.412485186
51627377,313,57765,140067,0.412409775
92412327,245,73230,178444,0.410380848
98697640,245,72275,178044,0.405938981
233378451,221,67977,167561,0.405685094
113631310,224,74234,184008,0.403428112
132326557,197,74648,185723,0.401931909
117572114,201,72057,181173,0.397724827
124567989,241,68053,172255,0.395071261
156283436,189,66860,169720,0.393942965
72534366,237,70841,181174,0.391010851
119849814,199,70097,180133,0.389140246
90543426,190,68815,178836,0.384793889
4502538,218,70213,182895,0.383897865
103064643,174,70144,186263,0.376585795
55907505,190,67547,179709,0.375868766
130580816,242,64811,172585,0.375530898
86521610,189,67380,179428,0.375526674
130304420,185,68047,182285,0.373300052
225123176,340,51950,139378,0.372727403
22241287,391,42644,114743,0.371647944
89310461,159,66255,178524,0.371126571
257021209,201,61254,165352,0.370446079
231390043,201,61218,166413,0.367867895
124294070,225,62751,171462,0.365976135
88644086,181,65245,178800,0.364904922
30750925,293,51230,140999,0.36333591
88106650,185,64985,178946,0.363154248
98571499,189,64675,178834,0.361648232
113357185,188,64475,178322,0.361565034
132175774,182,64460,178478,0.361164962
71420316,181,64635,179148,0.360791078
77632388,182,64290,178686,0.359793157
92277900,185,64695,179960,0.359496555
89182886,186,64335,179422,0.358568069
90268918,185,64510,180264,0.357864022
121733663,181,64075,179110,0.357741053
67125758,182,64090,179274,0.357497462
94434833,176,63570,178670,0.355795601
86008309,173,64025,179974,0.35574583
115349533,177,63695,179134,0.355571807
119569634,179,63580,178908,0.355378183
223258390,195,48462,136649,0.354645844
79710470,177,63255,179128,0.353127373
52958784,126,58959,170772,0.345249807
41235475,160,60871,178529,0.340958612
86652276,137,59990,179564,0.334087011
72671546,196,58855,178424,0.329860333
73600078,209,57006,176348,0.323258557
95098926,195,45342,141763,0.319843683
2627741,18,52487,166552,0.315138816
201996310,129,51127,163624,0.312466386
130046020,157,54890,177332,0.309532402
117441875,155,55375,179344,0.308764163
217841887,322,41911,137110,0.305674276
51497608,243,44010,144693,0.304161224
128018502,155,54315,179626,0.302378275
104970971,151,54100,179612,0.301204819
66060552,141,50796,169269,0.300090389
123758788,153,53285,178218,0.298987757
225790051,138,50136,167743,0.298885796
137038408,84,48996,165946,0.295252673
69263026,141,52310,178448,0.293138617
84008614,138,52485,179220,0.29285236
75514546,138,52310,178884,0.292424141
88781482,136,52025,178286,0.291806423
107026606,139,51790,177798,0.291285616
111163172,139,51985,178642,0.291000996
96568865,137,51630,177808,0.290369387
100677928,136,51630,178438,0.289344198
125892004,137,51370,178330,0.288061459
27834736,111,52068,180960,0.287732095
102789167,135,51345,178650,0.287405542
73461684,134,51005,178410,0.285886441
81855654,137,50880,178080,0.285714286
67786083,57,45869,167130,0.274451026
263328100,149,42408,161177,0.263114464
5568869,290,33394,127379,0.262162523
58409623,158,38550,147696,0.2610091
122244332,174,43689,170177,0.25672682
155914894,93,41888,163731,0.255834265
162966195,163,34770,142438,0.244106208
159135084,156,36792,151170,0.243381623
100289190,263,33321,138456,0.240661293
158061175,208,35453,147506,0.240349545
22367083,117,42577,178995,0.23786698
80244934,226,33318,142497,0.233815449
256472166,133,34655,149093,0.232438813
225258390,91,36500,161476,0.226039783
118768209,55,37161,165459,0.224593404
68356781,19,36080,164592,0.21920871
71974729,24,35906,166094,0.21617879
242611435,79,34901,161464,0.216153446
125105396,82,36095,179108,0.201526453
86786999,11,32072,165303,0.194019467
223641956,69,29143,155891,0.186944724
208224995,74,25526,161461,0.158093905
67639777,11,18524,160751,0.11523412
89442534,72,18640,178476,0.104439813
92814107,7,14410,162814,0.088505902
74124018,8,8905,157812,0.056427902
,2005978,,,
